行業別大類,行業別中類,行業別小類,月份,用電量
C.製造業,25 金屬製品製造業,254 金屬加工處理業,08,181674659
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,08,172535045
C.製造業,26 電子零組件製造業,261 半導體製造業,08,2427512169
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,08,157502311
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,08,312171227
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,08,1062520483
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,08,301476688
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,08,57313193
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,08,29778698
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,08,8687112
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,08,24343482
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,08,18558600
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,08,1195276
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,08,67249157
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,08,25057494
C.製造業,28 電力設備及配備製造業,282 電池製造業,08,28211642
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,08,45281296
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,08,6431126
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,08,17233825
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,08,106384113
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,08,47368704
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,08,52560834
C.製造業,29 機械設備製造業,293 通用機械設備製造業,08,103693547
C.製造業,30 汽車及其零件製造業,301 汽車製造業,08,12159580
C.製造業,30 汽車及其零件製造業,302 車體製造業,08,1535793
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,08,121015917
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,08,11795211
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,08,24352946
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,08,36864623
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,08,32893492
C.製造業,32 家具製造業,321 非金屬家具製造業,08,8080615
C.製造業,32 家具製造業,322 金屬家具製造業,08,7181931
C.製造業,33 其他製造業,331 育樂用品製造業,08,27060527
C.製造業,33 其他製造業,332 醫療器材及用品製造業,08,44928025
C.製造業,33 其他製造業,339 未分類其他製造業,08,20584475
C.製造業,34 產業用機械設備維修及安裝業,,08,19234803
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,08,11715392
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,08,44916048
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,08,164252
E.用水供應及污染整治業,36 用水供應業,,08,99208889
E.用水供應及污染整治業,37 廢水及污水處理業,,08,8018769
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,08,2196098
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,08,6173957
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,08,9358163
E.用水供應及污染整治業,39 污染整治業,,08,264051
F.營建工程業,41 建築工程業,,08,35867112
F.營建工程業,42 土木工程業,421 道路工程業,08,7160679
F.營建工程業,42 土木工程業,422 公用事業設施工程業,08,12251575
F.營建工程業,42 土木工程業,429 其他土木工程業,08,1435461
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,08,1430956
F.營建工程業,43 專門營造業,432 庭園景觀工程業,08,146332
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,08,4015361
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,08,742106
F.營建工程業,43 專門營造業,439 其他專門營造業,08,2518744
G.批發及零售業,45 批發業,451 商品批發經紀業,08,5705873
G.批發及零售業,45 批發業,452 綜合商品批發業,08,10581115
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,08,13172622
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,08,46424809
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,08,6680830
G.批發及零售業,45 批發業,456 家用器具及用品批發業,08,11020757
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,08,5057703
G.批發及零售業,45 批發業,458 文教育樂用品批發業,08,3019440
G.批發及零售業,45 批發業,461 建材批發業,08,17370498
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,08,10671460
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,08,2953839
G.批發及零售業,45 批發業,464 機械器具批發業,08,21350747
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,08,7118590
G.批發及零售業,45 批發業,469 其他專賣批發業,08,9458565
G.批發及零售業,47 零售業,471 綜合商品零售業,08,348091799
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,08,42097787
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,08,16171931
G.批發及零售業,47 零售業,474 家用器具及用品零售業,08,14495176
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,08,9200128
G.批發及零售業,47 零售業,476 文教育樂用品零售業,08,5625937
G.批發及零售業,47 零售業,481 建材零售業,08,1919955
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,08,7246409
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,08,10885596
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,08,17415778
G.批發及零售業,47 零售業,485 其他專賣零售業,08,7245181
G.批發及零售業,47 零售業,486 零售攤販,08,127626
G.批發及零售業,47 零售業,487 其他非店面零售業,08,2795294
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,08,121503396
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,08,100828670
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,08,2535378
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,08,5856157
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,08,88380
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,08,2020677
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,08,0
H.運輸及倉儲業,51 航空運輸業,,08,7675463
H.運輸及倉儲業,52 運輸輔助業,521 報關業,08,2228662
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,08,140721
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,08,3415985
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,08,20843508
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,08,18366800
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,08,33590995
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,08,7478688
H.運輸及倉儲業,53 倉儲業,,08,68237752
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,08,3435906
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,08,5208646
I.住宿及餐飲業,55 住宿業,551 短期住宿業,08,210342874
I.住宿及餐飲業,55 住宿業,559 其他住宿業,08,231530
I.住宿及餐飲業,56 餐飲業,561 餐食業,08,125782215
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,08,6902997
I.住宿及餐飲業,56 餐飲業,563 飲料業,08,6834337
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,08,4591946
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,08,375304
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,08,10018793
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,08,238592
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,08,7502573
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,08,11457724
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,08,131602058
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,08,5218573
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",08,51160590
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,08,352741
K.金融及保險業,64 金融服務業,641 貨幣中介業,08,85146654
K.金融及保險業,64 金融服務業,642 控股業,08,1746455
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,08,970975
K.金融及保險業,64 金融服務業,649 其他金融服務業,08,2673613
K.金融及保險業,65 保險業,651 人身保險業,08,36608647
K.金融及保險業,65 保險業,652 財產保險業,08,3183437
K.金融及保險業,65 保險業,653 再保險業,08,0
K.金融及保險業,65 保險業,654 退休基金,08,0
K.金融及保險業,65 保險業,655 保險輔助業,08,702217
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,08,7942090
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,08,180617
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,08,242040
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,08,2089263
L.不動產業,67 不動產開發業,,08,42919627
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,08,43307553
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,08,6420894
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,08,3327381
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,08,1013435
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,08,37548452
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,08,3840422
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,08,6380216
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,08,9985046
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,08,11140069
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,08,127260
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,08,12656940
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,08,1010959
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,08,170720
M.專業、科學及技術服務業,74 專門設計業,,08,666622
M.專業、科學及技術服務業,75 獸醫業,,08,267283
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,08,3565633
N.支援服務業,77 租賃業,771 機械設備租賃業,08,1143395
N.支援服務業,77 租賃業,772 運輸工具租賃業,08,162043
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,08,9508047
N.支援服務業,77 租賃業,774 智慧財產租賃業,08,47492
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,08,1500649
N.支援服務業,78 人力仲介及供應業,782 人力供應業,08,550803
N.支援服務業,79 旅行及相關服務業,,08,2751602
N.支援服務業,80 保全及偵探業,,08,1177045
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,08,367522
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,08,26615348
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,08,64006
